OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Street Address,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
104,2015,Nonresidential COS,Other,BAGLEY WRIGHT THEATER - SEATTLE CENTER,1985200003,"Jumeirah Beach Residence, Opposite right side Dubai Hilton Hotel",7,MAGNOLIA / QUEEN ANNE,1962,1,1,91213,0,91213,Other,Other,65000,,,,,,,78,85.9,201.2,216.1,5069854,5580583,1270000,1061505,3622005,0,0,177849,123.28,1.18,No,,Compliant,,,50,,40,18390
106,2015,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,1985200305,"Airport Road, Dubai Airport, Terminal 1",7,MAGNOLIA / QUEEN ANNE,1938,1,5,396085,0,396085,Other,Other,278500,,,,,,,97.6,96.5,166.8,167.7,27185096,26880068,10951000,2334143,7964427,0,0,8269669,900.81,2.19,No,,Compliant,,,50,,40,18390
107,2015,NonResidential,Large Office,CITY PLACE IV,1986200410,"Burj Dubai Down Town, Level 3",7,LAKE UNION,2010,1,12,571329,0,571329,"Office, Other, Parking",Office,598801,Parking,310699,Other,26203,,89,66.8,66.7,184.6,184.3,41734776,41683652,0,10033800,34236747,74995,7499452,0,636.96,0.86,No,,Compliant,,,56,,10,18390
110,2015,Nonresidential COS,Other,EXHIBITION HALL - SEATTLE CENTER,1988200440,Deira- Riqqa Street,7,MAGNOLIA / QUEEN ANNE,1962,1,2,49680,0,49680,Other,Other,52000,,,,,,,50.6,49.4,102.4,101.3,2632472,2568666,1145000,336891,1149520,0,0,337952,96.39,1.84,No,,Compliant,,,50,,40,18390
111,2015,Nonresidential COS,Other,MERCER ARENA - SEATTLE CENTER,1988200700,"Jumeirah Beach Residence, Opposite Sheraton Hotel Dubai",7,MAGNOLIA / QUEEN ANNE,1928,1,1,60696,0,60696,Other,Other,108000,,,,,,,8.6,8.6,26.9,26.9,924980,924980,0,271096,925018,0,0,0,6.45,0.04,No,,Compliant,,,50,,40,18390
112,2015,Nonresidential COS,Other,MCCAW HALL - SEATTLE CENTER,1988200700,"Palm Jumeirah, Main Entrance of Atlantis Avenue",7,MAGNOLIA / QUEEN ANNE,1928,1,2,262048,0,262048,Other,Other,296000,,,,,,,70.4,70.4,174.1,179.7,20828130,20845160,3900000,4098221,13983710,0,0,2944419,398.51,1.29,No,,Compliant,,,50,,40,18390
113,2015,NonResidential,Small- and Mid-Sized Office,KCTS 9,1988200705,"Al Mehemal Street, Jumeirah 2",7,MAGNOLIA / QUEEN ANNE,1986,1,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900,Data Center,5181,Distribution Center,4551,,,77.8,77.8,244.4,244.4,4329966,4329966,0,1269041,4330148,0,0,0,30.19,0.17,No,,Compliant,,,50,,40,18390
114,2015,NonResidential,Large Office,BILL & MELINDA GATES FOUNDATION,1988201155,Jumeira Road,7,MAGNOLIA / QUEEN ANNE,2010,1,6,920598,303707,616891,"Office, Other, Parking",Office,729584,Parking,185014,Other,6000,,93,49.9,52.8,133.3,133,36681188,38835684,0,8347549,28483019,81994,8199352,0,634.03,0.56,No,,Compliant,,,56,,40,18390
115,2015,NonResidential,Small- and Mid-Sized Office,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,1989200850,"Dubai Marina after Mall of Emirates, 3rd Bldg,  Gr Floor, Near Main Entrance",7,MAGNOLIA / QUEEN ANNE,1970,1,4,76213,25930,50283,"Office, Other, Parking",Office,48546,Parking,21454,Other,2406,,72,64.8,66.8,183.3,189.4,3303553,3402840,0,823375,2809470,4942,494199,0,45.83,0.44,No,,Compliant,,,50,,40,19575
116,2015,NonResidential,Hotel,THE MEDITERRANEAN INN,1989201125,Terminal 1 Departure Gate 1,7,MAGNOLIA / QUEEN ANNE,2002,1,6,117738,36934,80804,"Hotel, Parking",Hotel,59976,Parking,36934,,,,52,84.4,87.5,186.9,196.8,5061274,5249742,0,826582,2820414,22410,2240976,0,138.68,1.07,No,,Compliant,,,50,,40,19575
117,2015,NonResidential,Hotel,UNIVERSITY INN,1142001871,"Dubai economic department, near to clock tower round about, Deira",4,NORTHEAST,1962,1,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017,Swimming Pool,0,,,,51,111.4,114.3,207.1,210,5570472,5717357,0,632081,2156751,34138,3413811,0,196.34,3.74,No,,Compliant,,,60,,38,18383
118,2015,SPS-District K-12,K-12 School,COOPER ELEMENTARY SCHOOL (SPS-DISTRICT),1324039116,"Building 4, Ground Floor",1,DELRIDGE,1999,1,3,74468,0,74468,K-12 School,K-12 School,74768,,,,,,85,24.9,26.9,70.9,76.9,1857329,2001478,0,466509,1591795,2656,265600,0,25.2,0.25,No,,Compliant,,,48,,13,18385
119,2015,NonResidential,K-12 School,ST JOSEPH K-8 SCHOOL,1336800825,"near Fox Hill 2, next to Spinney?s Supermarket",3,EAST,1923,1,3,67743,0,67743,K-12 School,K-12 School,67743,,,,,,43,34,35.2,74.7,78.6,2303288,2385958,0,370839,1265357,10380,1037984,0,63.95,0.86,No,,Compliant,,,35,,6,18789
120,2015,NonResidential,K-12 School,HOLY NAMES ACADEMY,1338800660,"Al Quds St, Al Tawar",3,EAST,1908,1,6,194104,0,194104,K-12 School,K-12 School,194104,,,,,,100,30.3,38.8,51.2,61.5,5889882,7540875,0,526163,1795343,40946,4094613,0,229.98,1.15,No,,Compliant,,,35,,6,18789
121,2015,NonResidential,Small- and Mid-Sized Office,THE 2100 BUILDING,1498303116,Sheik Zayed Rd,3,SOUTHEAST,2003,1,3,99433,35752,63681,"Office, Parking",Office,63681,Parking,35752,,,,71,69.7,72.9,218.9,228.8,4439034,4640342,0,1301006,4439217,0,0,0,30.95,0.12,No,,Compliant,,,38,,42,17919
122,2015,SPS-District K-12,K-12 School,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),1524049002,MBU to provide,2,SOUTHEAST,1991,1,2,58933,0,58933,K-12 School,K-12 School,60725,,,,,,71,35.4,40.7,111.2,127.9,2150120,2473493,0,630164,2150209,0,0,0,14.99,0.1,Yes,,Compliant,,,38,,42,17919
125,2015,SPS-District K-12,K-12 School,MERCER JR HIGH SCHOOL (SPS-DISTRICT),1624049214,"Etihad Mall, Al Khawaneej Road, Mirdif",2,GREATER DUWAMISH,1957,1,1,130862,0,130862,K-12 School,K-12 School,132060,,,,,,65,44.7,57.4,81.3,97.8,5851209,7508759,0,630571,2151598,36997,3699700,0,211.49,1.55,Yes,,Compliant,,,42,,41,18388
127,2015,SPS-District K-12,K-12 School,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),1704900242,"Jumeirah Beach Road, in front of Jumeirah Beach Park",2,SOUTHEAST,1989,1,3,59955,0,59955,K-12 School,K-12 School,59955,,,,,,94,25.4,28.6,76.3,84.9,1521329,1711759,0,417359,1424088,973,97300,0,15.1,0.15,Yes,,Compliant,,,11,,43,18800
130,2015,SPS-District K-12,K-12 School,MCCLURE MIDDLE (SPS-DISTRICT),1794501220,"Plot 262-3104, Al Mizar First",7,MAGNOLIA / QUEEN ANNE,1964,1,2,93218,0,93218,K-12 School,K-12 School,93218,,,,,,84,33,39.9,66.6,73.9,3072599,3718511,0,417995,1426258,16464,1646400,0,97.38,0.98,Yes,,Compliant,,,50,,39,19575
131,2015,NonResidential,Other,CENTURYLINK: LAKEVIEW MAIN,1797500625,Dubai Airport,4,NORTHEAST,1941,1,4,56521,0,56521,Other,Other,49000,,,,,,,131.5,129.8,412.9,407.6,6443260,6361099,0,1888411,6443526,0,0,0,44.92,0.3,No,,Compliant,,,53,,47,18792
132,2015,NonResidential,Other,ROOSEVELT SQUARE,1797500715,"Jebel Ali Gardens, Gardens III Tunisia Court",4,NORTHEAST,1929,1,2,206934,0,206934,"Other, Parking",Other,119146,Parking,0,,,,,37.4,38.8,76.5,76.7,4461969,4625346,0,620828,2118354,23437,2343703,0,139.24,0.63,No,,Compliant,,,53,,47,18792
136,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - SEATTLE NORTH,1926049012,"Burj Dubai Boulevard, Sheikh Zayed Rd, Shop LG 118",5,NORTHWEST,2001,1,4,51390,0,51390,"Hotel, Parking",Hotel,51390,Parking,0,,,,86,75.2,75.2,137.5,137.5,3864699,3864699,0,421687,1438855,24259,2425903,0,138.87,2.58,No,,Compliant,,116,6,1,33,19582
137,2015,SPS-District K-12,K-12 School,BROADVIEW THOMSON ELEMENTARY (SPS-DISTRICT),1926049025,Deira,5,NORTHWEST,1963,1,2,131013,0,131013,K-12 School,K-12 School,131909,,,,,,88,29.9,33.1,59.4,62.8,3939221,4362064,0,518910,1770594,21687,2168700,0,127.52,0.92,Yes,,Compliant,,123,6,1,32,19582
138,2015,SPS-District K-12,K-12 School,INGRAHAM HIGH (SPS-DISTRICT),1926049321,"Ground Floor, Sheikh Zayed Road",5,NORTHWEST,1959,1,1,245587,0,245587,K-12 School,K-12 School,245587,,,,,,95,42.5,49.3,77.4,85.7,10444297,12104908,0,1128223,3849657,65948,6594800,0,377.09,1.47,Yes,,Compliant,,123,46,1,33,19582
139,2015,NonResidential,Hotel,EXTENDED STAY AMERICA,1926049434,Al Mina Road- Bur Duabi,5,NORTHWEST,2002,1,3,69138,0,69138,Hotel,Hotel,70609,,,,,,75,46.7,47.1,104.7,106,3298570,3326526,0,551264,1880991,14177,1417657,0,88.4,1.16,Yes,,Compliant,,123,46,1,33,19582
140,2015,SPS-District K-12,K-12 School,B F DAY ELEMENTARY (SPS-DISTRICT),1931301145,"Academic City Rd, main food court area",6,LAKE UNION,1991,1,3,66588,0,66588,K-12 School,K-12 School,66588,,,,,,75,30.5,33.9,95.9,106.3,2033074,2255184,0,595860,2033159,0,0,0,14.17,0.08,Yes,,Compliant,,,20,,2,18377
144,2015,NonResidential,Hotel,ALEXIS HOTEL,1974600035,Jumeirah,7,DOWNTOWN,1904,1,5,190980,0,190980,"Hotel, Parking",Hotel,190980,Parking,19051,,,,97,36.3,36.3,89.9,89.9,6935723,6935723,0,1385577,4727785,22081,2208135,0,150.23,0.68,No,,Compliant,,,14,,19,18379
145,2015,Nonresidential COS,Other,BENAROYA HALL,1974700025,"Sheikh Zayed Road, Ground Floor",7,DOWNTOWN,1998,1,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750,,,,,,,74.7,74.9,197.8,190.3,14169301,14212631,3123280,3109429,10609812,4366,436649,0,338.23,1.03,No,,Compliant,,,14,,24,18081
147,2015,NonResidential,Hospital,SWEDISH MEDICAL CENTER BALLARD CAMPUS,2767703875,"Jebel Ali Gardens, Gardens II China Court",6,BALLARD,1954,1,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661,Parking,148865,,,,28,209.4,221.3,442.9,450.1,63362516,66980332,0,9469708,32311985,310519,31051872,0,1874.42,6.08,No,,Compliant,,,4,,1,18386
148,2015,SPS-District K-12,K-12 School,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),2768000375,Cnr of Tripoli St & Emirates Rd. Mirdif,6,BALLARD,1991,1,2,55513,0,55513,K-12 School,K-12 School,57904,,,,,,91,28.1,32,88.4,100.4,1612965,1832205,0,472733,1613032,0,0,0,11.24,0.08,Yes,,Compliant,,,4,,2,18386
163,2015,Nonresidential COS,Other,FIRE STATION 10/FAC/EOC,5247801465,"Dubai Health Care City D Block, Ground Floor",2,DOWNTOWN,2006,1,4,61156,0,61156,"Office, Other",Other,42755,Office,29219,,,,,145,153.3,361.9,363.1,10434387,11034854,0,2116762,7222692,32120,3211996,0,220.94,3.1,No,,Compliant,,,27,,22,18379
167,2015,NonResidential,Other,WING LUKE MUSEUM/KONG YICK BLDG.,5247802715,"Burj Dubai Boulevard, The Grove, Ice Rink Area, Ground Floor",2,DOWNTOWN,1910,1,4,72820,0,72820,Museum,Museum,58000,,,,,,,35.8,38,90.2,92.5,2076630,2206050,0,427532,1458801,6179,617890,0,42.99,0.5,No,,Compliant,,,27,,22,18379
168,2015,NonResidential,Hotel,HAMPTON INN & SUITES,5458300285,"Oud Mina, Shop # 212, Wafi Mall",7,MAGNOLIA / QUEEN ANNE,1996,1,4,162222,14200,148022,"Hotel, Parking",Hotel,113702,Parking,32692,,,,75,68.2,68.2,152.8,152.8,7753080,7753080,0,1294179,4415922,33373,3337341,0,208.03,1.17,No,,Compliant,,,50,,40,18390
169,2015,SPS-District K-12,K-12 School,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),5700000455,Dubai Mall,2,SOUTHEAST,1990,1,4,289588,0,289588,K-12 School,K-12 School,289588,,,,,,92,30.2,36,75.9,85.2,8747819,10429328,0,1795580,6126773,26213,2621300,0,181.93,0.54,Yes,,Compliant,,,38,,42,17919
170,2015,NonResidential,College/University,SCC FINE ARTS BLDG,6003000470,Mirdif,3,EAST,1915,1,3,63330,0,63330,College/University,College/University,64820,,,,,,,42.5,48.8,104.7,111.4,2755578,3165935,0,546277,1863973,8917,891682,0,60.35,0.83,No,,Compliant,,,8,,11,19578
172,2015,Campus,College/University,SOUTH SEATTLE COMMUNITY COLLEGE - CAMPUS MASTER ID,6171900005,Deira,1,DELRIDGE,1970,1,2,441071,0,441071,College/University,College/University,483000,,,,,,,77.5,86.6,189.1,201.9,37430780,41809228,0,7293375,24886028,125458,12545788,0,839.79,1.66,No,,Compliant,,,45,,13,18385
173,2015,NonResidential,Small- and Mid-Sized Office,SEATTLE CHILDREN"S HOSPITAL (70th & SAND POINT ADMIN BLDG),6418100005,Jumeira 1,4,NORTHEAST,2002,1,2,96300,0,96300,"Data Center, Office",Office,92300,Data Center,4944,,,,,167,166.5,472.7,462.9,16238985,16187105,0,4054793,13835528,24040,2404032,0,224.13,1.71,No,,Compliant,,,55,,48,18792
174,2015,Nonresidential COS,Other,CSC Vehicle Maintenance (E),6834700175,"Unit M3-02 Al Wasl Road, Dubai, UAE, Al Wasl Road, Dubai, UAE",2,GREATER DUWAMISH,1950,1,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359,,,,,,,96.2,112.6,192.5,209.6,6577130,7693941,0,876497,2990732,35865,3586522,0,211.33,2.95,No,,Compliant,,,27,,22,19584
175,2015,SPS-District K-12,K-12 School,GARFIELD HIGH (SPS-DISTRICT),6840701230,"Jumeirah Beach Residence, Opposite of Dubai Hilton Hotel",3,CENTRAL,2008,1,3,254523,0,254523,K-12 School,K-12 School,254523,,,,,,62,53.5,63.1,119.5,129.7,13609040,16067596,0,2262468,7719861,58895,5889500,0,366.61,1.31,Yes,,Compliant,,,9,,17,19578
176,2015,SPS-District K-12,K-12 School,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),7129302300,Dubai Festival City,2,SOUTHEAST,2001,1,3,78804,0,78804,K-12 School,K-12 School,78804,,,,,,92,31.1,35.1,76.6,80.8,2447651,2763750,0,486240,1659120,7886,788600,0,53.45,0.59,Yes,,Compliant,,,52,,46,18800
177,2015,SPS-District K-12,K-12 School,MADRONA SCHOOL (SPS-DISTRICT),7152200350,"Shaikh Zayed Road (In front of DIFC), Ground Floor",3,CENTRAL,2002,1,3,66994,0,66994,K-12 School,K-12 School,66994,,,,,,83,33.8,36.7,90.4,99.2,2266570,2455369,0,515085,1757543,5091,509100,0,39.29,0.47,Yes,,Compliant,,,32,,8,19578
178,2015,SPS-District K-12,K-12 School,VAN ASSELT @  (SPS-DISTRICT),7243500230,"Jebel Ali, Near Gate No. 4",2,GREATER DUWAMISH,2000,1,3,98357,0,98357,K-12 School,K-12 School,98357,,,,,,90,33.2,38.7,76.7,82.5,3265995,3804876,0,577431,1970276,12958,1295800,0,82.55,0.75,Yes,,Compliant,,,58,,44,18800
179,2015,NonResidential,Small- and Mid-Sized Office,UNION GOSPEL MISSION ASSN,7378600265,"Mall of the Emirates, Dubai, UAE",2,GREATER DUWAMISH,1958,1,1,54765,0,54765,"Office, Other",Office,25765,Other,25000,,,,,85,92.6,240.7,252.4,4316654,4702108,0,1077613,3676968,6398,639837,0,59.61,0.8,No,,Compliant,,,40,,44,18800
180,2015,NonResidential,Other,UNION GOSPEL MISSION ASSN / HOPE PLACE,7378600265,"Mall of the Emirates, Dubai, UAE",2,GREATER DUWAMISH,2009,1,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483,Office,37938,Food Service,4579,,,22.7,26.3,25.3,29.3,2017694,2337736,0,19015,64880,19528,1952816,0,104.17,1.16,No,,Compliant,,,40,,44,18800
182,2015,NonResidential,College/University,OTTO MILLER HALL,7443000070,"Street 19, Oud  Metha Area, Ground Floor",7,MAGNOLIA / QUEEN ANNE,1980,1,2,52611,0,52611,College/University,College/University,52611,,,,,,,83.6,93.7,198.3,208.9,4399828,4930107,0,815356,2782111,16178,1617832,0,105.32,1.77,No,,Compliant,,,50,,39,19575
183,2015,NonResidential,Residence Hall/Dormitory,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",7443000375,"Sheikh Zayed Road, Jumeirah Beach Residence Area",7,MAGNOLIA / QUEEN ANNE,2001,1,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520,,,,,,88,32.6,37.7,71.5,79.5,4418055,5103262,0,709037,2419334,19988,1998821,0,123.02,0.81,No,,Compliant,,,50,,39,19575
185,2015,SPS-District K-12,K-12 School,NATHAN HALE HIGH (SPS-DISTRICT),2826049152,close to Arabian Ranches 2,5,NORTH,2011,1,2,236758,0,236758,"K-12 School, Parking",K-12 School,237357,Parking,0,,,2016,96,34,41.1,78.7,89.1,8050977,9730278,0,1426836,4868567,31826,3182614,0,202.97,0.77,No,,Compliant,,,29,,29,19579
187,2015,NonResidential,Other,YOUTH SERVICES CENTER - KING COUNTY,2908700085,"Jumeirah Beach Residence, front right corner of the Marina Tower",3,CENTRAL,1971,1,6,250981,0,250981,"Courthouse, Other",Other,137565,Courthouse,78357,,,,,64.4,65,161.9,162.5,13901935,14035072,3994742,2769295,9449227,4584,458359,0,398.56,1.43,No,,Compliant,,,19,,16,19578
189,2015,SPS-District K-12,K-12 School,GREENWOOD ELEMENTARY (SPS-DISTRICT),2919200635,"Jumeirah Beach Residence, Beside Marlin Furniture & opposite Ritz",6,NORTHWEST,2002,1,3,62526,0,62526,K-12 School,K-12 School,62526,,,,,,97,29.5,35.7,66.2,75.3,1841968,2234095,0,309633,1056512,7855,785500,0,49.08,0.71,Yes,,Compliant,,,23,,23,18798
190,2015,NonResidential,Small- and Mid-Sized Office,EMERALD SERVICES,2924049043,"Boulevard Plaza, Dubai, UAE",2,GREATER DUWAMISH,2007,1,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000,Non-Refrigerated Warehouse,15000,Other - Services,9015,,19,62,66.7,169.6,174.6,3349666,3603241,0,791696,2701378,6484,648399,0,53.27,0.65,No,,Compliant,,,22,,37,18388
194,2015,NonResidential,Retail Store,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,2926049025,"Terminal 3,  Near Departure Gate 205, West Wing Food Court Area",5,NORTH,1951,1,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103,Restaurant,24936,,,,98,54.8,57.5,124.1,124.9,29067292,30468608,0,4943321,16867311,122007,12200681,0,765.56,1.31,Yes,,Compliant,,,46,,28,19579
195,2015,NonResidential,Other,KINDRED HOSPITAL,2926049409,"Terminal 3 Departures, east wing duty free area",5,NORTH,1964,1,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012,,,,,,,161.9,176.4,319.7,334.9,7613116,8292959,0,986676,3366679,42466,4246577,0,249.01,4.33,No,,Compliant,,,46,,28,19579
197,2015,NonResidential,Retail Store,NORDSTROM- NORTHGATE MALL,2926049528,"Jebel Ali Gardens, Gardens I Persia Court",5,NORTH,1965,1,4,124342,0,124342,Retail Store,Retail Store,122000,,,,,,75,72.4,69.3,226.1,216.2,8835104,8450011,0,2566897,8758616,769,76850,0,65.14,0.22,Yes,,Compliant,,,46,,28,19579
198,2015,NonResidential,Hospital,SEATTLE CHILDREN"S HOSPITAL  (MAIN CAMPUS),2982800005,Al Ain Road - Route 66,4,NORTHEAST,1953,1,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000,,,,,,13,285.8,290.9,572.9,561.7,251191824,255669168,0,33629360,114748139,1364484,136448438,0,8046.7,8.59,No,,Compliant,,,55,,48,18383
200,2015,NonResidential,Other,Verity Credit Union,3026049024,"Jumeirah Beach Road, Diyafa Road",5,NORTHWEST,1996,1,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636,Parking,15385,Medical Office,8644,,74,82.9,86.6,188.8,192.7,3091559,3229387,0,531683,1814177,12775,1277457,0,80.49,1.31,No,,Compliant,,134,46,1,34,19582
205,2015,SPS-District K-12,K-12 School,BALLARD HIGH (SPS-DISTRICT),3050700050,Banks Street,6,BALLARD,1999,1,2,242795,0,242795,K-12 School,K-12 School,242795,,,,,,82,36,40,102,111.4,8728584,9715644,0,2188272,7466694,12622,1262200,0,119.09,0.36,Yes,,Compliant,,,3,,23,18798
209,2015,NonResidential,"Self-Storage Facility
",MADISON SELF STORAGE (NOT PART OF CAMPUS),3225049002,"Al Barsha 3, Street 2321",3,EAST,1910,1,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521,,,,,,,13.3,17.2,24.6,28.7,1136698,1471683,0,127156,433875,7028,702841,0,40.35,0.45,No,,Compliant,,,19,,11,19578
211,2015,Campus,College/University,NORTH SEATTLE COMMUNITY COLLEGE CAMPUS MASTER ID,3226049021,"Emirates Road, Silicon Oasis",5,NORTHWEST,1970,11,2,694072,111625,582447,College/University,College/University,667265,,,,,,,55.6,59.2,162.3,169.8,37117212,39513408,0,9725151,33183593,39350,3934997,0,440.31,0.43,No,,Compliant,,,46,,34,18377
212,2015,SPS-District K-12,K-12 School,SHARPLES JR HIGH (SPS-DISTRICT),3332501090,"Dubai Investment Park, Green Community",2,SOUTHEAST,1952,1,2,173185,0,173185,K-12 School,K-12 School,173185,,,,,,72,39.6,51,63.1,75,6863464,8829066,0,522000,1781138,50824,5082400,0,282.34,1.59,Yes,,Compliant,,,15,,43,18800
214,2015,SPS-District K-12,K-12 School,BOREN JR. HIGH SCHOOL (SPS-DISTRICT),3438501230,"2nd street, Central Market District",1,DELRIDGE,1963,1,1,145341,0,145341,K-12 School,K-12 School,139069,,,,,,77,35.9,44.3,66.5,75.3,4998015,6165405,0,561214,1914941,30832,3083154,0,177.1,1.16,Yes,,Compliant,,,45,,13,18385
215,2015,NonResidential,Non-Refrigerated Warehouse,RAINIER BOTTLING PLANT,3466800065,"Springs 1, Beside Spinneys Supermarket",2,GREATER DUWAMISH,1904,1,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297,,,,,,67,15.2,18,31.6,35.1,1738724,2060926,0,250286,854011,8847,884748,0,52.94,0.43,No,,Compliant,,,22,,37,18388
216,2015,SPS-District K-12,K-12 School,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),3524049149,"Block 18, Jumeirah Road, Beside Shape Wellness Spa",2,SOUTHEAST,1960,1,2,184125,0,184125,K-12 School,K-12 School,184125,,,,,,89,43.7,55.9,78.5,91.4,8037287,10298198,0,843226,2877207,51602,5160200,0,294.12,1.53,Yes,,Compliant,,,51,,45,18800
217,2015,SPS-District K-12,K-12 School,WHITMAN JR HIGH (SPS-DISTRICT),3526039131,"Bay Avenue, Business Bay",6,BALLARD,1959,1,1,160270,0,160270,K-12 School,K-12 School,160270,,,,,,79,35.4,45.9,62.4,77.6,5674450,7361706,0,567541,1936530,37380,3738000,0,212.02,1.27,Yes,,Compliant,,131,3,1,21,18798
220,2015,NonResidential,Non-Refrigerated Warehouse,SEARS & OTHERS WAREHOUSE #8109,3573700006,MBU to provide address,2,GREATER DUWAMISH,1937,1,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144,,,,,,82,31.5,40.4,46.8,56.1,7370743,9449743,0,451683,1541206,58296,5829600,0,320.35,1.34,No,,Compliant,,,22,,36,19584
223,2015,NonResidential,Retail Store,WESTWOOD VILLAGE - BLDG A,3624039009,"Lulu Mall,Korthabah Street Town Centre 1, Opposite Fujairah Chamber of Commerce",1,DELRIDGE,1966,1,1,64984,0,64984,Retail Store,Retail Store,65425,,,,,,76,41.6,42.6,121.1,120.2,2721646,2785857,0,710151,2423136,2986,298611,0,32.75,0.34,No,,Compliant,,,54,,14,19581
224,2015,NonResidential,Retail Store,WESTWOOD VILLAGE - BLDG B (Includes QFC),3624039009,Umm-Al Qawain Ajman & Sharjah hwy,1,DELRIDGE,1965,1,1,67745,0,67745,Retail Store,Retail Store,67782,,,,,,31,141.1,152.2,241.1,250.6,9560965,10315565,0,883932,3016102,65450,6544988,0,368.63,5.25,No,,Compliant,,,54,,14,19581
225,2015,SPS-District K-12,K-12 School,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),3624039032,Ras Al  Khaima.,1,DELRIDGE,2010,1,2,367884,0,367884,K-12 School,K-12 School,367884,,,,,2016,93,33.3,39,81.8,90.3,12263687,14356216,0,2413859,8236429,40276,4027600,0,271.32,0.64,No,,Compliant,,,54,,14,18385
226,2015,SPS-District K-12,K-12 School,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),3624039057,Umm-Al Qawain Ajman and Sharjah hwy,1,DELRIDGE,1958,1,1,46797,0,46797,K-12 School,K-12 School,46797,,,,,,86,40.8,52.5,81,99,1911611,2458535,0,249798,852346,10593,1059300,0,62.2,1.25,Yes,,Compliant,,,54,,14,19581
227,2015,SPS-District K-12,K-12 School,WASHINGTON JR HIGH SCHOOL(SPS-DISTRICT),3646100540,Villa No.3 Corniche Road,3,CENTRAL,1963,1,3,136188,0,136188,K-12 School,K-12 School,136188,,,,,,67,39.9,50.9,78.6,93.8,5436057,6929738,0,700075,2388755,30474,3047400,0,178.5,1.24,Yes,,Compliant,,,28,,18,17919
228,2015,NonResidential,Other,NORDIC HERITAGE MUSEUM (WEBSTER BLDG),3693901110,"Near Spinneys Round Bord, 1st floor",6,BALLARD,1973,1,3,56000,0,56000,Other,Other,56000,,,,,,,31.3,38,65,72,1755264,2129536,0,251638,858626,8967,896674,0,53.61,0.89,No,,Compliant,,,3,,23,18798
229,2015,SPS-District K-12,K-12 School,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),3812400550,Sharjah Buheira Corniche,2,SOUTHEAST,2004,1,2,67371,0,67371,K-12 School,K-12 School,67371,,,,,,92,30.8,34.2,77.7,81.3,2075833,2304835,0,428468,1461994,6139,613900,0,42.8,0.54,Yes,,Compliant,,,7,,45,18800
