user,activity,timestamp,x-axis,y-axis,z-axis,Date,Total_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
19,Sitting,1.32E+14,8.81,-0.65,1.92,5/11/2016,6.519999981,2.890000105,1.389999986,2.230000019,0,57,40,128,757,9572,2735
33,Walking,1.07E+13,2.91,6.82,1.1441092,5/10/2016,11.35999966,9.090000153,0.419999987,1.850000024,0,96,10,115,1219,14810,2926
26,Walking,9.42E+11,2.96,10.46,-1.42,4/13/2016,4.900000095,0,0,4.900000095,0,0,0,335,1105,7275,2003
13,Walking,2.05E+12,-2.22,13.76,-3.336985,4/16/2016,8.159999847,2.710000038,0.409999996,5.039999962,0,36,10,221,773,12669,1863
32,Walking,2.43E+13,-7.7,16.82,-7.3958488,4/12/2016,14.11999989,11.64000034,0.389999986,2.099999905,0,116,8,123,1193,18060,3186
19,Jogging,1.30E+14,0.95,-3.87,-4.14,4/29/2016,0,0,0,0,0,0,0,0,1440,0,2060
15,Walking,1.27E+12,12.6,7.89,9.112013,5/5/2016,6.789999962,0.889999986,0.159999996,5.739999771,0,66,3,214,764,8567,3783
9,Walking,7.20E+12,0.31,15.32,3.15,4/27/2016,7.110000134,0,0,7.110000134,0,0,0,458,417,9411,2576
33,Walking,1.06E+13,-1.31,1.88,-0.14982383,4/13/2016,3.619999886,0.560000002,0.209999993,2.839999914,0,31,26,155,744,5813,2516
27,Walking,1.06E+13,-2.79,14.6,0.84446156,4/22/2016,7.630000114,1.379999995,0.629999995,5.599999905,0,25,16,270,781,11682,2105
14,Upstairs,5.81E+13,10.38,8.47,-3.17,4/26/2016,10.10000038,0.930000007,0.939999998,8.229999542,0,16,22,424,978,15090,2939
8,Walking,1.10E+14,-2.45,5.48,-3.02,4/15/2016,3.680000067,0,0,3.680000067,0,0,0,217,837,5563,1756
9,Walking,7.41E+12,-1.92,11.11,2.3,4/18/2016,3.039999962,0,0.479999989,2.559999943,0,0,12,217,1211,4597,1814
8,Downstairs,1.12E+14,-9.77,14.21,-0.99,4/28/2016,10.11999989,1.090000033,0.769999981,8.260000229,0,16,16,401,1007,15128,2836
19,Walking,1.31E+14,2.18,5.22,11.95,4/18/2016,7.389999866,4.860000134,0.720000029,1.820000052,0,114,32,130,623,9893,3625
11,Walking,1.61E+12,-0.89,7.16,-0.61291564,5/7/2016,5.329999924,0.189999998,1.049999952,4.079999924,0,3,28,279,586,7937,2158
32,Walking,2.36E+13,6.97,5.43,-2.8738933,5/10/2016,4.25,0.74000001,1.120000005,2.390000105,0,11,18,220,1191,6435,1889
6,Walking,3.28E+12,5.83,5.94,-1.56634,4/28/2016,1.789999962,0,0.200000003,1.600000024,0,0,5,115,1320,2759,1401
24,Jogging,1.53E+13,-9.3,-11.03,3.06,4/13/2016,4.550000191,0,0,4.550000191,0,0,0,148,1292,7007,1411
28,Walking,2.07E+12,1.08,3.38,-0.08172209,4/23/2016,17.19000053,12.53999996,0.629999995,4.019999981,0,125,14,223,741,22359,3554
8,Walking,1.11E+14,11.11,10.46,-3.17,4/27/2016,3.769999981,0,0,3.769999981,0,0,0,286,586,6088,1593
12,Walking,1.78E+13,3.36,13.14,0.61,4/23/2016,2.039999962,0,0,2.039999962,0,0,0,145,1295,2945,2499
25,Jogging,8.68E+12,0.31,12.41,-3.49,5/9/2016,7.71999979,3.450000048,0.529999971,3.74000001,0,46,11,206,835,12022,1819
33,Walking,1.06E+13,1.88,10.57,-1.56634,4/19/2016,10.35999966,5.300000191,0.879999995,4.179999828,0,120,19,154,737,13070,4092
3,Downstairs,1.03E+14,5.6,4.37,0.69,4/26/2016,2.299999952,0,0,2.299999952,0,0,0,147,1293,3409,1632
19,Upstairs,1.31E+14,-19.23,-1.92,-1.69,4/27/2016,6.320000172,1.960000038,0.889999986,3.460000038,0,27,14,312,1087,9557,2098
7,Walking,2.08E+14,17.46,-1.57,1.46,4/16/2016,11.10999966,9.359999657,0.270000011,1.49000001,0,96,6,83,1255,14549,2867
1,Downstairs,6.88E+12,0.08,10.19,-2.18,4/13/2016,4.46999979,0,0,4.369999886,0,0,0,160,1280,5974,2306
2,Jogging,8.97E+12,9.11,-3.95,4.75,5/5/2016,5.610000134,0.779999971,0.800000012,4.03000021,0,13,23,311,1093,8314,1971
34,Sitting,2.05E+12,-3.36,-0.89,8.28,4/18/2016,9.100000381,3.559999943,0.400000006,5.139999866,0,27,8,239,1017,11009,3274
6,Jogging,3.19E+12,7.93,-2.11,0.7627395,5/2/2016,0,0,0,0,0,0,0,0,1440,0,1841
27,Walking,1.13E+13,17.73,12.57,-1.607201,4/22/2016,3.019999981,0.059999999,0.810000002,2.150000095,0,1,19,176,709,4500,1886
31,Upstairs,2.44E+13,-4.37,8.01,1.42,5/7/2016,0,0,0,0,0,0,0,0,1440,0,1819
11,Downstairs,2.78E+12,5.94,11.11,3.0237172,5/6/2016,2.480000019,0,0,2.480000019,0,0,0,202,1238,3755,1722
14,Walking,5.95E+13,5.22,7.46,-1.65,4/27/2016,0,0,0,0,0,0,0,0,1440,0,2063
12,Walking,1.80E+13,-4.44,7.59,-2.96,4/12/2016,7.769999981,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,10694,3199
3,Walking,1.01E+14,0.27,0.8,-3.64,5/10/2016,2.630000114,0,0,2.630000114,0,0,0,231,783,3915,2181
25,Jogging,8.44E+12,-9.43,-7.44,-2.83,5/4/2016,4.409999847,0,0,4.400000095,0.01,0,0,272,1168,5832,2718
26,Jogging,8.60E+11,-4.63,0.72,-7.4,4/17/2016,0,0,0,0,0,0,0,0,1440,0,2063
29,Sitting,3.05E+11,7.5,2.3,6.47,4/19/2016,17.39999962,12.14999962,0.180000007,5.03000021,0,82,13,214,1131,18785,3676
8,Sitting,1.12E+14,-0.93,-1.73,9.53,4/27/2016,5.71999979,0.090000004,0.800000012,4.78000021,0,1,16,238,733,7047,2908
33,Walking,1.08E+13,-1.53,7.25,3.9499009,4/14/2016,8.020000458,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,11037,3226
5,Upstairs,2.87E+12,-1.76,9.19,0.7627395,4/25/2016,4.510000229,0.360000014,2.390000105,1.769999981,0,7,54,118,1261,6829,1909
9,Walking,7.39E+12,-0.15,18.54,11.92,4/26/2016,8.789999962,2.329999924,0.920000017,5.539999962,0,31,23,279,833,13755,1970
22,Jogging,1.10E+12,-6.47,-2.56,-0.69,4/14/2016,7.5,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,10690,2312
23,Jogging,8.16E+11,-12.49,19.46,4.37,4/21/2016,4.130000114,0,0,4.110000134,0.02,0,0,186,1254,6349,1467
22,Downstairs,2.13E+12,-3.68,8.54,-0.53,4/30/2016,6.820000172,0.469999999,1.889999986,4.460000038,0,7,29,293,1111,10319,2105
35,Walking,9.23E+11,5.43,5.94,-2.1792557,4/14/2016,0,0,0,0,0,0,0,0,1440,0,1776
19,Upstairs,1.31E+14,-3.53,2.87,0.19,4/14/2016,2.069999933,0,0,2.049999952,0,0,0,197,653,3335,1431
4,Upstairs,3.56E+12,-4.4,13.63,-0.61,5/8/2016,7.099999905,2.309999943,1.529999971,3.25,0,32,27,147,695,10677,2534
20,Walking,3.39E+11,4.48,8.39,-2.2201166,4/12/2016,7.489999771,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,10725,2124
27,Upstairs,1.21E+13,19.57,16.59,-1.3756552,5/5/2016,11.51000023,8.850000381,0.449999988,2.210000038,0,93,9,130,1208,14990,2950
8,Walking,1.11E+14,-0.31,6.17,0.8,5/3/2016,1.370000005,0,0,1.340000033,0.02,0,0,96,1344,2100,1334
14,Walking,6.01E+13,-8.88,16.36,-9.53,5/3/2016,9.590000153,3.319999933,1.74000001,4.53000021,0,47,41,258,594,14335,1710
27,Walking,1.12E+13,5.94,4.71,-0.95342433,4/23/2016,1.809999943,0,0,1.799999952,0,0,0,90,1350,2817,1965
17,Walking,3.52E+13,5.94,11.07,2.37,4/20/2016,11.31000042,4.789999962,0.670000017,5.860000134,0,60,33,347,1000,15566,3096
1,Jogging,6.21E+12,-10.88,1.14,-5.52,4/25/2016,13.34000015,4.309999943,1.370000005,7.670000076,0,51,24,379,986,18229,3055
18,Walking,1.82E+13,-4.63,5.22,-1.525479,5/12/2016,5.110000134,0,0,5.110000134,0,0,0,268,720,7566,1431
8,Walking,1.10E+14,4.67,10.73,0.72,5/3/2016,8.119999886,1.74000001,2.039999962,4.329999924,0,21,36,267,654,12109,2072
7,Sitting,2.09E+14,-5.98,-3.26,7.12,4/16/2016,15.07999992,5.449999809,4.099999905,5.53000021,0,66,72,268,968,22244,2670
22,Upstairs,1.80E+12,-4.21,9.15,-0.72,4/27/2016,10.22000027,4.269999981,0.660000026,5.289999962,0,50,12,337,1041,13541,2830
5,Jogging,2.19E+12,0.89,-1.53,0.8036005,4/30/2016,4.179999828,0,0,4.179999828,0,0,0,290,797,6222,2363
12,Standing,1.93E+13,-3.21,8.54,-0.95,4/24/2016,3.359999895,0,0,3.359999895,0,0,0,244,1196,5002,2247
33,Upstairs,4.98E+13,-1.7978859,7.9270425,1.56634,5/9/2016,18.25,11.10000038,0.800000012,6.239999771,0.050000001,73,19,217,1131,20226,3710
18,Jogging,1.79E+13,-15.4,15.4,0.6537767,4/28/2016,1.799999952,0.670000017,0.779999971,0.340000004,0,11,16,20,1393,2718,1580
5,Standing,3.15E+12,-1.8,9.81,0.84446156,4/16/2016,6.650000095,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,9685,2148
15,Jogging,4.21E+11,19.53,19.11,-6.5513873,4/28/2016,3.950000048,0,0,3.950000048,0,0,0,331,626,6375,1649
26,Downstairs,2.24E+12,-5.2,19.23,-14.63,4/19/2016,8.529999733,3.289999962,0.239999995,5,0,31,7,250,1152,11548,2489
6,Walking,3.82E+12,7.25,9,3.336985,5/1/2016,3.369999886,0,0,3.369999886,0,0,0,237,436,5164,1747
3,Jogging,1.01E+14,-14.25,2.56,-1.88,4/30/2016,2.519999981,0,0,2.519999981,0,0,0,200,1240,3761,2051
14,Jogging,6.05E+13,15.05,-1.18,15.85,5/2/2016,6.239999771,0,0.439999998,5.710000038,0,0,11,344,585,9261,2270
22,Walking,8.42E+11,7.97,10.76,1.76,5/4/2016,6.710000038,0.469999999,1.679999948,4.550000191,0,15,36,284,683,10147,2086
5,Jogging,1.96E+12,1.99,18.28,-4.140586,4/14/2016,4.489999771,0,0,4.489999771,0,0,0,279,1161,6799,1922
22,Walking,6.44E+11,1.61,4.94,1.31,4/15/2016,11.47000027,4.909999847,1.149999976,5.409999847,0,60,23,190,729,14461,3666
15,Jogging,9.11E+11,19.57,19.04,-5.7477865,4/15/2016,16.23999977,13.26000023,0.389999986,2.589999914,0,132,8,158,1142,20669,3410
3,Jogging,1.01E+14,5.79,-0.08,-3.87,4/25/2016,0,0,0,0,0,0,0,0,1440,0,1347
30,Downstairs,1.03E+12,-0.27,6.4,-3.76,5/11/2016,3.220000029,0,0,3.220000029,0,0,0,195,628,4926,1693
15,Walking,1.53E+12,7.16,9.19,-4.440233,4/20/2016,6.010000229,0,0.680000007,5.309999943,0,0,18,306,671,8954,2220
35,Walking,1.03E+12,5.71,8.39,-0.95342433,4/13/2016,6.96999979,1.570000052,0.689999998,4.710000038,0,21,19,217,776,10735,1797
28,Downstairs,2.70E+12,1.8,9.7,1.334794,5/11/2016,6.789999962,0.370000005,3.24000001,3.170000076,0,5,71,177,1106,8701,2804
20,Sitting,5.89E+13,-0.95,3.83,9.34,5/7/2016,1.220000029,0,0,1.220000029,0,0,0,96,902,1868,1494
5,Jogging,2.23E+12,-4.06,-3.17,-6.932757,4/30/2016,13.23999977,0.629999995,3.140000105,9.460000038,0,9,71,402,816,18213,3846
35,Walking,3.40E+13,0.08,6.36,2.070293,5/2/2016,4.349999905,0,0,4.349999905,0,0,0,355,716,7018,1690
12,Jogging,1.84E+13,-6.21,17.88,16.47,4/15/2016,0.980000019,0,0,0.970000029,0,0,0,96,1344,1510,1344
12,Walking,1.78E+13,4.52,3.72,-8.16,4/19/2016,12.47999954,9.220000267,0.310000002,2.950000048,0,90,7,191,1152,15929,3114
11,Walking,1.99E+12,8.77,7.63,0.313268,4/15/2016,5.28000021,0.07,0.419999987,4.789999962,0,1,8,256,944,6506,2896
12,Walking,1.71E+13,-17.05,2.53,0.19,4/27/2016,8.609999657,0.699999988,2.50999999,5.389999866,0,11,48,241,684,11193,3074
29,Upstairs,9.19E+12,6.21,6.24,2.9147544,4/23/2016,2.930000067,0,0,2.930000067,0,0,0,201,1239,4363,2149
6,Jogging,3.01E+12,9.58,0.11,4.4810944,5/2/2016,0.340000004,0,0.039999999,0.289999992,0,0,11,31,1350,475,2207
3,Walking,1.01E+14,-2.49,5.9,-0.76,5/11/2016,0.970000029,0,0,0.949999988,0.01,0,0,49,713,1329,1276
33,Walking,5.53E+13,5.053149,14.47843,-0.040861044,5/5/2016,8.579999924,1.75999999,4.110000134,2.710000038,0,14,88,178,680,12312,1618
15,Walking,1.22E+12,4.4,7.16,-1.8387469,5/10/2016,10.71000004,3.869999886,1.610000014,5.199999809,0,61,40,265,707,16358,2335
18,Jogging,1.79E+13,-10.61,17.58,-9.997335,5/11/2016,0.5,0.370000005,0,0.129999995,0,4,0,9,13,746,52
12,Walking,1.71E+13,-5.41,7.63,-5.05,4/20/2016,12.18999958,9.579999924,0.230000004,2.380000114,0,89,5,158,695,15108,3043
10,Downstairs,5.13E+12,6.59,11.6,-1.31,5/7/2016,4.96999979,0,0,4.96999979,0,0,0,319,1121,7379,1972
13,Jogging,1.49E+12,2.15,9.15,2.982856,4/25/2016,9.800000191,5.289999962,0.569999993,3.940000057,0,73,14,216,814,15355,2013
12,Walking,1.79E+13,-7.16,15.24,-5.13,5/1/2016,2.099999905,0,0,2.089999914,0,0,0,172,842,3077,1237
3,Upstairs,1.03E+14,-7.86,19.72,8.5,4/15/2016,10.59000015,0,0.280000001,10.30000019,0,0,6,513,921,14019,2865
34,Walking,3.14E+11,-2.56,-0.69,-3.6,4/18/2016,1.549999952,0.07,0.330000013,1.120000005,0,1,9,58,824,2276,1632
17,Walking,3.51E+13,0.72,5.67,2.72,4/20/2016,6.300000191,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035,9202,2094
27,Walking,1.05E+13,1.12,12.22,-0.9125633,4/24/2016,10.27999973,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,13481,2529
28,Walking,1.87E+12,-0.5,9,0.27240697,5/4/2016,6.239999771,1.559999943,0.49000001,4.199999809,0,19,10,167,680,7875,3110
19,Jogging,1.30E+14,-1.12,2.45,-1.14,5/5/2016,10.67000008,5.460000038,0.819999993,4.369999886,0,67,15,188,1170,14055,3052
24,Jogging,1.46E+13,0.3,-19.61,-1.33,5/3/2016,4.570000172,0,0,4.570000172,0,0,0,240,1200,6047,2671
9,Walking,7.20E+12,-0.27,6.63,-0.04,4/12/2016,6.050000191,0.829999983,0.709999979,4.5,0,65,15,156,723,7626,3635
8,Walking,1.10E+14,0.15,6.63,-4.44,4/22/2016,6.349999905,1.370000005,1.5,3.470000029,0,20,25,273,1122,9601,2094
29,Downstairs,9.12E+12,-4.25,11.26,-1.1849703,4/23/2016,7.429999828,0,0,7.400000095,0.01,102,6,300,1032,11200,3891
3,Sitting,1.02E+14,1.31,-0.04,9.66,5/12/2016,4.170000076,0,0,4.170000076,0,0,0,247,736,6307,1452
28,Walking,1.76E+12,-0.3,4.4,3.1463003,4/25/2016,9.840000153,5.050000191,0.870000005,3.920000076,0,117,16,141,692,12405,4005
6,Upstairs,4.10E+12,4.25,12.87,-1.2666923,5/9/2016,2.079999924,0,0,2.079999924,0,0,0,145,1295,3090,1630
28,Walking,2.18E+12,5.41,12.45,3.568531,5/12/2016,2.039999962,0.579999983,0.400000006,1.059999943,0,8,6,48,222,3121,741
28,Walking,1.84E+12,2.37,4.33,-1.9885708,5/8/2016,7.190000057,0.219999999,3.309999943,3.660000086,0,3,72,182,1183,9217,2940
1,Downstairs,6.77E+12,17.54,8.43,4.06,5/8/2016,4,0.219999999,0.469999999,3.299999952,0,3,8,210,505,6083,1762
20,Walking,1.11E+12,-3.17,9.53,0.46309182,4/18/2016,7.539999962,0.829999983,2.390000105,4.320000172,0,13,42,238,689,11404,2039
8,Walking,1.10E+14,1.12,2.15,-2.96,4/16/2016,1.580000043,0,0,1.580000043,0,0,0,150,728,2547,1373
29,Jogging,8.35E+12,8.01,19.57,-6.2789803,4/26/2016,9.619999886,6.309999943,0.200000003,3.099999905,0,68,5,185,1182,12685,2846
5,Walking,1.72E+12,2.45,7.01,-3.1054392,5/1/2016,3.609999895,0,0,3.609999895,0,0,0,215,722,5454,1740
13,Downstairs,3.43E+12,1.33,8.05,1.1441092,4/13/2016,3.289999962,1.24000001,0.439999998,1.610000014,0,19,7,127,1287,4978,1722
27,Jogging,1.16E+13,-19.53,-19.34,-6.510526,4/13/2016,3.74000001,0.569999993,1.210000038,1.960000038,0,8,24,142,548,5652,1718
7,Upstairs,2.09E+14,-4.52,6.51,0.11,4/17/2016,10.28999996,0.959999979,3.460000038,5.880000114,0,12,66,302,437,12692,3394
3,Standing,1.03E+14,-1.08,9.43,-0.31,5/9/2016,1.129999995,0,0,1.129999995,0,0,0,91,1349,1732,1328
8,Walking,1.11E+14,6.7,7.44,-0.08,4/12/2016,3.390000105,0,0,3.390000105,0,0,0,318,1122,5135,1909
15,Walking,1.49E+12,7.31,19.31,8.471856,5/6/2016,6.289999962,1.519999981,0.540000021,4.230000019,0,21,9,229,761,9632,1916
6,Jogging,2.97E+12,-3.26,6.28,-11.304889,4/19/2016,4.440000057,0.529999971,0.479999989,3.440000057,0,7,10,166,1257,5697,2668
7,Walking,2.08E+14,9.58,10.99,-0.76,4/22/2016,6.53000021,2.869999886,0.970000029,2.670000076,0,58,59,153,762,9753,2846
9,Walking,7.16E+12,1.61,7.06,0.23,4/17/2016,3.619999886,0.079999998,0.280000001,3.25999999,0,1,7,249,508,5472,1882
33,Jogging,4.92E+13,0.27240697,15.4046135,2.8738933,5/3/2016,9.659999847,3.730000019,1.049999952,4.880000114,0,50,24,254,816,15103,1990
16,Standing,5.86E+13,0.99,9.92,0.34,4/29/2016,6.230000019,0,0,6.21999979,0.01,0,0,402,1038,9135,2044
23,Jogging,1.33E+12,2.98,16.44,-9.85,4/28/2016,3.00999999,0,0,3.00999999,0,0,0,236,762,4493,2203
34,Upstairs,2.47E+12,-6.05,15.02,-6.02,4/18/2016,10.06999969,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,14131,2770
12,Walking,1.78E+13,-2.18,11.56,0.8,4/23/2016,6.349999905,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077,9317,2021
26,Walking,3.49E+11,12.87,17.35,-2.37,4/18/2016,2.059999943,0,0,2.059999943,0,0,0,182,1062,3325,1419
20,Sitting,5.91E+13,-2.53,3.72,8.96,4/16/2016,3.180000067,0,0,3.180000067,0,0,0,194,724,4744,1884
17,Walking,3.52E+13,2.91,12.18,1.18,4/18/2016,3.480000019,1.039999962,0.629999995,1.799999952,0,16,16,130,1278,5151,1829
1,Jogging,6.10E+12,-19.57,19.53,-0.3,4/13/2016,8.449999809,0.059999999,0.629999995,3.880000114,0,1,14,150,1275,10993,3092
29,Downstairs,9.30E+12,-1.42,9.51,0.6946377,4/29/2016,5.179999828,1.019999981,1.850000024,2.309999943,0,15,29,197,1096,7833,1918
17,Walking,3.53E+13,2.26,9.89,0.19,5/9/2016,10.07999992,0.769999981,5.599999905,3.549999952,0,8,122,151,1159,14687,1667
36,Jogging,1.39E+13,0.11,4.18,0.88532263,4/13/2016,13.35000038,10.43000031,0.469999999,2.450000048,0,95,12,156,1177,16433,3140
26,Walking,1.15E+12,1.5,4.29,1.38,4/24/2016,4.590000153,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127,6731,1921
19,Walking,1.31E+14,-6.13,17.24,9.19,4/19/2016,0,0,0,0,0,0,0,0,1440,0,1841
22,Walking,8.47E+11,0.46,4.75,0.95,4/19/2016,0,0,0,0,0,0,0,0,1440,0,2063
18,Jogging,1.78E+13,-14.63,15.55,0.50395286,4/21/2016,0,0,0,0,0,0,0,0,1440,0,1841
29,Downstairs,9.43E+12,7.59,9.43,1.334794,5/4/2016,2.799999952,0,0,0,0,0,0,0,1440,3588,2516
23,Jogging,6.34E+11,0.5,19.57,-0.11,4/19/2016,0.129999995,0,0,0.129999995,0,0,0,10,1430,197,1366
11,Walking,2.04E+12,3.64,9.08,11.413852,5/8/2016,4.199999809,0,0,4.150000095,0,0,0,263,775,5862,3089
34,Walking,5.47E+11,-2.96,19.5,-0.76,5/7/2016,9.720000267,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,13372,3404
22,Upstairs,2.18E+12,-0.5,6.89,-3.21,4/27/2016,5.03000021,2.619999886,0.029999999,2.380000114,0,32,1,194,839,7243,2361
18,Walking,1.83E+13,1.57,11.3,-0.23154591,4/26/2016,7.619999886,0.449999988,4.21999979,2.950000048,0,7,95,170,797,11388,1551
28,Walking,1.76E+12,3.21,9.92,2.4108016,5/11/2016,5.320000172,0,0,5.320000172,0,0,0,330,569,8580,1698
31,Upstairs,2.44E+13,-5.05,1.73,0.72,5/5/2016,2.549999952,0.119999997,0.239999995,2.180000067,0,2,6,185,734,3800,2120
19,Walking,1.31E+14,-7.59,6.93,-3.15,5/11/2016,0,0,0,0,0,0,0,0,1440,0,1347
31,Walking,2.27E+13,0.3,9.58,7.74,4/29/2016,7.239999771,0,0,7.239999771,0,0,0,461,479,9592,2560
30,Downstairs,1.02E+12,10,12.45,-2.14,5/2/2016,9.710000038,3.210000038,0.569999993,5.920000076,0,41,15,277,798,14727,2004
30,Walking,5.54E+11,7.5,0.04,-6.21,5/2/2016,8.539999962,1.200000048,2,5.340000153,0,18,39,313,655,12912,2162
11,Walking,2.05E+12,7.59,11.92,1.1441092,4/21/2016,0.889999986,0,0,0.879999995,0.01,0,0,38,1402,1223,2140
26,Jogging,6.59E+11,-13.17,-6.43,4.18,4/26/2016,0,0,0,0,0,0,0,0,1440,0,1347
28,Walking,1.79E+12,-1.76,15.24,2.6014864,4/17/2016,1.700000048,0,0.349999994,1.340000033,0,0,8,160,1272,2524,1529
10,Jogging,4.66E+12,6.7,19.46,-6.74,4/23/2016,7.349999905,0.529999971,2.029999971,4.75,0,7,44,238,1151,9423,3012
8,Jogging,1.12E+14,3.45,-3.87,6.13,5/5/2016,7.380000114,0.629999995,1.669999957,5.090000153,0,12,39,199,896,9603,2899
12,Standing,1.93E+13,-3.41,8.5,-1.31,4/22/2016,3.549999952,0,0,3.549999952,0,0,0,220,1220,5372,1827
